DateKey,Sales Date,Month,Day,Year,MonthName,DayofWeek,WeekendorWeekday,WeeKNumber,Quarter,YearMonth,YearQuarter,YearWeekNumber,YearWeekdayOrWeekend,YearDayOfWeek
12302017,12/30/2017,12,30,2017,December,Saturday,Weekend,52,Quarter 4,2017-December,2017-Quarter 4,2017-52,2017-Weekend,2017-Saturday
12312017,12/31/2017,12,31,2017,December,Sunday,Weekend,53,Quarter 4,2017-December,2017-Quarter 4,2017-53,2017-Weekend,2017-Sunday
01012018,1/1/2018,1,1,2018,January,Monday,Weekday,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekday,2018-Monday
01022018,1/2/2018,1,2,2018,January,Tuesday,Weekday,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekday,2018-Tuesday
01032018,1/3/2018,1,3,2018,January,Wednesday,Weekday,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekday,2018-Wednesday
01042018,1/4/2018,1,4,2018,January,Thursday,Weekday,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekday,2018-Thursday
01052018,1/5/2018,1,5,2018,January,Friday,Weekday,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekday,2018-Friday
01062018,1/6/2018,1,6,2018,January,Saturday,Weekend,1,Quarter 1,2018-January,2018-Quarter 1,2018-1,2018-Weekend,2018-Saturday
01072018,1/7/2018,1,7,2018,January,Sunday,Weekend,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekend,2018-Sunday
01082018,1/8/2018,1,8,2018,January,Monday,Weekday,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekday,2018-Monday
01092018,1/9/2018,1,9,2018,January,Tuesday,Weekday,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekday,2018-Tuesday
01102018,1/10/2018,1,10,2018,January,Wednesday,Weekday,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekday,2018-Wednesday
01112018,1/11/2018,1,11,2018,January,Thursday,Weekday,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekday,2018-Thursday
01122018,1/12/2018,1,12,2018,January,Friday,Weekday,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekday,2018-Friday
01132018,1/13/2018,1,13,2018,January,Saturday,Weekend,2,Quarter 1,2018-January,2018-Quarter 1,2018-2,2018-Weekend,2018-Saturday
01142018,1/14/2018,1,14,2018,January,Sunday,Weekend,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekend,2018-Sunday
01152018,1/15/2018,1,15,2018,January,Monday,Weekday,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekday,2018-Monday
01162018,1/16/2018,1,16,2018,January,Tuesday,Weekday,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekday,2018-Tuesday
01172018,1/17/2018,1,17,2018,January,Wednesday,Weekday,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekday,2018-Wednesday
01182018,1/18/2018,1,18,2018,January,Thursday,Weekday,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekday,2018-Thursday
01192018,1/19/2018,1,19,2018,January,Friday,Weekday,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekday,2018-Friday
01202018,1/20/2018,1,20,2018,January,Saturday,Weekend,3,Quarter 1,2018-January,2018-Quarter 1,2018-3,2018-Weekend,2018-Saturday
01212018,1/21/2018,1,21,2018,January,Sunday,Weekend,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekend,2018-Sunday
01222018,1/22/2018,1,22,2018,January,Monday,Weekday,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekday,2018-Monday
01232018,1/23/2018,1,23,2018,January,Tuesday,Weekday,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekday,2018-Tuesday
01242018,1/24/2018,1,24,2018,January,Wednesday,Weekday,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekday,2018-Wednesday
01252018,1/25/2018,1,25,2018,January,Thursday,Weekday,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekday,2018-Thursday
01262018,1/26/2018,1,26,2018,January,Friday,Weekday,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekday,2018-Friday
01272018,1/27/2018,1,27,2018,January,Saturday,Weekend,4,Quarter 1,2018-January,2018-Quarter 1,2018-4,2018-Weekend,2018-Saturday
01282018,1/28/2018,1,28,2018,January,Sunday,Weekend,5,Quarter 1,2018-January,2018-Quarter 1,2018-5,2018-Weekend,2018-Sunday
01292018,1/29/2018,1,29,2018,January,Monday,Weekday,5,Quarter 1,2018-January,2018-Quarter 1,2018-5,2018-Weekday,2018-Monday
01302018,1/30/2018,1,30,2018,January,Tuesday,Weekday,5,Quarter 1,2018-January,2018-Quarter 1,2018-5,2018-Weekday,2018-Tuesday
01312018,1/31/2018,1,31,2018,January,Wednesday,Weekday,5,Quarter 1,2018-January,2018-Quarter 1,2018-5,2018-Weekday,2018-Wednesday
02012018,2/1/2018,2,1,2018,February,Thursday,Weekday,5,Quarter 1,2018-February,2018-Quarter 1,2018-5,2018-Weekday,2018-Thursday
02022018,2/2/2018,2,2,2018,February,Friday,Weekday,5,Quarter 1,2018-February,2018-Quarter 1,2018-5,2018-Weekday,2018-Friday
02032018,2/3/2018,2,3,2018,February,Saturday,Weekend,5,Quarter 1,2018-February,2018-Quarter 1,2018-5,2018-Weekend,2018-Saturday
02042018,2/4/2018,2,4,2018,February,Sunday,Weekend,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekend,2018-Sunday
02052018,2/5/2018,2,5,2018,February,Monday,Weekday,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekday,2018-Monday
02062018,2/6/2018,2,6,2018,February,Tuesday,Weekday,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekday,2018-Tuesday
02072018,2/7/2018,2,7,2018,February,Wednesday,Weekday,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekday,2018-Wednesday
02082018,2/8/2018,2,8,2018,February,Thursday,Weekday,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekday,2018-Thursday
02092018,2/9/2018,2,9,2018,February,Friday,Weekday,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekday,2018-Friday
02102018,2/10/2018,2,10,2018,February,Saturday,Weekend,6,Quarter 1,2018-February,2018-Quarter 1,2018-6,2018-Weekend,2018-Saturday
02112018,2/11/2018,2,11,2018,February,Sunday,Weekend,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekend,2018-Sunday
02122018,2/12/2018,2,12,2018,February,Monday,Weekday,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekday,2018-Monday
02132018,2/13/2018,2,13,2018,February,Tuesday,Weekday,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekday,2018-Tuesday
02142018,2/14/2018,2,14,2018,February,Wednesday,Weekday,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekday,2018-Wednesday
02152018,2/15/2018,2,15,2018,February,Thursday,Weekday,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekday,2018-Thursday
02162018,2/16/2018,2,16,2018,February,Friday,Weekday,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekday,2018-Friday
02172018,2/17/2018,2,17,2018,February,Saturday,Weekend,7,Quarter 1,2018-February,2018-Quarter 1,2018-7,2018-Weekend,2018-Saturday
02182018,2/18/2018,2,18,2018,February,Sunday,Weekend,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekend,2018-Sunday
02192018,2/19/2018,2,19,2018,February,Monday,Weekday,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekday,2018-Monday
02202018,2/20/2018,2,20,2018,February,Tuesday,Weekday,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekday,2018-Tuesday
02212018,2/21/2018,2,21,2018,February,Wednesday,Weekday,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekday,2018-Wednesday
02222018,2/22/2018,2,22,2018,February,Thursday,Weekday,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekday,2018-Thursday
02232018,2/23/2018,2,23,2018,February,Friday,Weekday,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekday,2018-Friday
02242018,2/24/2018,2,24,2018,February,Saturday,Weekend,8,Quarter 1,2018-February,2018-Quarter 1,2018-8,2018-Weekend,2018-Saturday
02252018,2/25/2018,2,25,2018,February,Sunday,Weekend,9,Quarter 1,2018-February,2018-Quarter 1,2018-9,2018-Weekend,2018-Sunday
02262018,2/26/2018,2,26,2018,February,Monday,Weekday,9,Quarter 1,2018-February,2018-Quarter 1,2018-9,2018-Weekday,2018-Monday
02272018,2/27/2018,2,27,2018,February,Tuesday,Weekday,9,Quarter 1,2018-February,2018-Quarter 1,2018-9,2018-Weekday,2018-Tuesday
02282018,2/28/2018,2,28,2018,February,Wednesday,Weekday,9,Quarter 1,2018-February,2018-Quarter 1,2018-9,2018-Weekday,2018-Wednesday
03012018,3/1/2018,3,1,2018,March,Thursday,Weekday,9,Quarter 1,2018-March,2018-Quarter 1,2018-9,2018-Weekday,2018-Thursday
03022018,3/2/2018,3,2,2018,March,Friday,Weekday,9,Quarter 1,2018-March,2018-Quarter 1,2018-9,2018-Weekday,2018-Friday
03032018,3/3/2018,3,3,2018,March,Saturday,Weekend,9,Quarter 1,2018-March,2018-Quarter 1,2018-9,2018-Weekend,2018-Saturday
03042018,3/4/2018,3,4,2018,March,Sunday,Weekend,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekend,2018-Sunday
03052018,3/5/2018,3,5,2018,March,Monday,Weekday,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekday,2018-Monday
03062018,3/6/2018,3,6,2018,March,Tuesday,Weekday,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekday,2018-Tuesday
03072018,3/7/2018,3,7,2018,March,Wednesday,Weekday,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekday,2018-Wednesday
03082018,3/8/2018,3,8,2018,March,Thursday,Weekday,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekday,2018-Thursday
03092018,3/9/2018,3,9,2018,March,Friday,Weekday,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekday,2018-Friday
03102018,3/10/2018,3,10,2018,March,Saturday,Weekend,10,Quarter 1,2018-March,2018-Quarter 1,2018-10,2018-Weekend,2018-Saturday
03112018,3/11/2018,3,11,2018,March,Sunday,Weekend,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekend,2018-Sunday
03122018,3/12/2018,3,12,2018,March,Monday,Weekday,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekday,2018-Monday
03132018,3/13/2018,3,13,2018,March,Tuesday,Weekday,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekday,2018-Tuesday
03142018,3/14/2018,3,14,2018,March,Wednesday,Weekday,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekday,2018-Wednesday
03152018,3/15/2018,3,15,2018,March,Thursday,Weekday,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekday,2018-Thursday
03162018,3/16/2018,3,16,2018,March,Friday,Weekday,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekday,2018-Friday
03172018,3/17/2018,3,17,2018,March,Saturday,Weekend,11,Quarter 1,2018-March,2018-Quarter 1,2018-11,2018-Weekend,2018-Saturday
03182018,3/18/2018,3,18,2018,March,Sunday,Weekend,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekend,2018-Sunday
03192018,3/19/2018,3,19,2018,March,Monday,Weekday,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekday,2018-Monday
03202018,3/20/2018,3,20,2018,March,Tuesday,Weekday,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekday,2018-Tuesday
03212018,3/21/2018,3,21,2018,March,Wednesday,Weekday,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekday,2018-Wednesday
03222018,3/22/2018,3,22,2018,March,Thursday,Weekday,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekday,2018-Thursday
03232018,3/23/2018,3,23,2018,March,Friday,Weekday,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekday,2018-Friday
03242018,3/24/2018,3,24,2018,March,Saturday,Weekend,12,Quarter 1,2018-March,2018-Quarter 1,2018-12,2018-Weekend,2018-Saturday
03252018,3/25/2018,3,25,2018,March,Sunday,Weekend,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekend,2018-Sunday
03262018,3/26/2018,3,26,2018,March,Monday,Weekday,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekday,2018-Monday
03272018,3/27/2018,3,27,2018,March,Tuesday,Weekday,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekday,2018-Tuesday
03282018,3/28/2018,3,28,2018,March,Wednesday,Weekday,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekday,2018-Wednesday
03292018,3/29/2018,3,29,2018,March,Thursday,Weekday,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekday,2018-Thursday
03302018,3/30/2018,3,30,2018,March,Friday,Weekday,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekday,2018-Friday
03312018,3/31/2018,3,31,2018,March,Saturday,Weekend,13,Quarter 1,2018-March,2018-Quarter 1,2018-13,2018-Weekend,2018-Saturday
04012018,4/1/2018,4,1,2018,April,Sunday,Weekend,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekend,2018-Sunday
04022018,4/2/2018,4,2,2018,April,Monday,Weekday,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekday,2018-Monday
04032018,4/3/2018,4,3,2018,April,Tuesday,Weekday,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekday,2018-Tuesday
04042018,4/4/2018,4,4,2018,April,Wednesday,Weekday,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekday,2018-Wednesday
04052018,4/5/2018,4,5,2018,April,Thursday,Weekday,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekday,2018-Thursday
04062018,4/6/2018,4,6,2018,April,Friday,Weekday,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekday,2018-Friday
04072018,4/7/2018,4,7,2018,April,Saturday,Weekend,14,Quarter 2,2018-April,2018-Quarter 2,2018-14,2018-Weekend,2018-Saturday
04082018,4/8/2018,4,8,2018,April,Sunday,Weekend,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekend,2018-Sunday
04092018,4/9/2018,4,9,2018,April,Monday,Weekday,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekday,2018-Monday
04102018,4/10/2018,4,10,2018,April,Tuesday,Weekday,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekday,2018-Tuesday
04112018,4/11/2018,4,11,2018,April,Wednesday,Weekday,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekday,2018-Wednesday
04122018,4/12/2018,4,12,2018,April,Thursday,Weekday,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekday,2018-Thursday
04132018,4/13/2018,4,13,2018,April,Friday,Weekday,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekday,2018-Friday
04142018,4/14/2018,4,14,2018,April,Saturday,Weekend,15,Quarter 2,2018-April,2018-Quarter 2,2018-15,2018-Weekend,2018-Saturday
04152018,4/15/2018,4,15,2018,April,Sunday,Weekend,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekend,2018-Sunday
04162018,4/16/2018,4,16,2018,April,Monday,Weekday,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekday,2018-Monday
04172018,4/17/2018,4,17,2018,April,Tuesday,Weekday,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekday,2018-Tuesday
04182018,4/18/2018,4,18,2018,April,Wednesday,Weekday,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekday,2018-Wednesday
04192018,4/19/2018,4,19,2018,April,Thursday,Weekday,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekday,2018-Thursday
04202018,4/20/2018,4,20,2018,April,Friday,Weekday,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekday,2018-Friday
04212018,4/21/2018,4,21,2018,April,Saturday,Weekend,16,Quarter 2,2018-April,2018-Quarter 2,2018-16,2018-Weekend,2018-Saturday
04222018,4/22/2018,4,22,2018,April,Sunday,Weekend,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekend,2018-Sunday
04232018,4/23/2018,4,23,2018,April,Monday,Weekday,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekday,2018-Monday
04242018,4/24/2018,4,24,2018,April,Tuesday,Weekday,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekday,2018-Tuesday
04252018,4/25/2018,4,25,2018,April,Wednesday,Weekday,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekday,2018-Wednesday
04262018,4/26/2018,4,26,2018,April,Thursday,Weekday,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekday,2018-Thursday
04272018,4/27/2018,4,27,2018,April,Friday,Weekday,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekday,2018-Friday
04282018,4/28/2018,4,28,2018,April,Saturday,Weekend,17,Quarter 2,2018-April,2018-Quarter 2,2018-17,2018-Weekend,2018-Saturday
04292018,4/29/2018,4,29,2018,April,Sunday,Weekend,18,Quarter 2,2018-April,2018-Quarter 2,2018-18,2018-Weekend,2018-Sunday
04302018,4/30/2018,4,30,2018,April,Monday,Weekday,18,Quarter 2,2018-April,2018-Quarter 2,2018-18,2018-Weekday,2018-Monday
05012018,5/1/2018,5,1,2018,May,Tuesday,Weekday,18,Quarter 2,2018-May,2018-Quarter 2,2018-18,2018-Weekday,2018-Tuesday
05022018,5/2/2018,5,2,2018,May,Wednesday,Weekday,18,Quarter 2,2018-May,2018-Quarter 2,2018-18,2018-Weekday,2018-Wednesday
05032018,5/3/2018,5,3,2018,May,Thursday,Weekday,18,Quarter 2,2018-May,2018-Quarter 2,2018-18,2018-Weekday,2018-Thursday
05042018,5/4/2018,5,4,2018,May,Friday,Weekday,18,Quarter 2,2018-May,2018-Quarter 2,2018-18,2018-Weekday,2018-Friday
05052018,5/5/2018,5,5,2018,May,Saturday,Weekend,18,Quarter 2,2018-May,2018-Quarter 2,2018-18,2018-Weekend,2018-Saturday
05062018,5/6/2018,5,6,2018,May,Sunday,Weekend,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekend,2018-Sunday
05072018,5/7/2018,5,7,2018,May,Monday,Weekday,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekday,2018-Monday
05082018,5/8/2018,5,8,2018,May,Tuesday,Weekday,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekday,2018-Tuesday
05092018,5/9/2018,5,9,2018,May,Wednesday,Weekday,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekday,2018-Wednesday
05102018,5/10/2018,5,10,2018,May,Thursday,Weekday,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekday,2018-Thursday
05112018,5/11/2018,5,11,2018,May,Friday,Weekday,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekday,2018-Friday
05122018,5/12/2018,5,12,2018,May,Saturday,Weekend,19,Quarter 2,2018-May,2018-Quarter 2,2018-19,2018-Weekend,2018-Saturday
05132018,5/13/2018,5,13,2018,May,Sunday,Weekend,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekend,2018-Sunday
05142018,5/14/2018,5,14,2018,May,Monday,Weekday,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekday,2018-Monday
05152018,5/15/2018,5,15,2018,May,Tuesday,Weekday,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekday,2018-Tuesday
05162018,5/16/2018,5,16,2018,May,Wednesday,Weekday,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekday,2018-Wednesday
05172018,5/17/2018,5,17,2018,May,Thursday,Weekday,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekday,2018-Thursday
05182018,5/18/2018,5,18,2018,May,Friday,Weekday,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekday,2018-Friday
05192018,5/19/2018,5,19,2018,May,Saturday,Weekend,20,Quarter 2,2018-May,2018-Quarter 2,2018-20,2018-Weekend,2018-Saturday
05202018,5/20/2018,5,20,2018,May,Sunday,Weekend,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekend,2018-Sunday
05212018,5/21/2018,5,21,2018,May,Monday,Weekday,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekday,2018-Monday
05222018,5/22/2018,5,22,2018,May,Tuesday,Weekday,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekday,2018-Tuesday
05232018,5/23/2018,5,23,2018,May,Wednesday,Weekday,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekday,2018-Wednesday
05242018,5/24/2018,5,24,2018,May,Thursday,Weekday,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekday,2018-Thursday
05252018,5/25/2018,5,25,2018,May,Friday,Weekday,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekday,2018-Friday
05262018,5/26/2018,5,26,2018,May,Saturday,Weekend,21,Quarter 2,2018-May,2018-Quarter 2,2018-21,2018-Weekend,2018-Saturday
05272018,5/27/2018,5,27,2018,May,Sunday,Weekend,22,Quarter 2,2018-May,2018-Quarter 2,2018-22,2018-Weekend,2018-Sunday
05282018,5/28/2018,5,28,2018,May,Monday,Weekday,22,Quarter 2,2018-May,2018-Quarter 2,2018-22,2018-Weekday,2018-Monday
05292018,5/29/2018,5,29,2018,May,Tuesday,Weekday,22,Quarter 2,2018-May,2018-Quarter 2,2018-22,2018-Weekday,2018-Tuesday
05302018,5/30/2018,5,30,2018,May,Wednesday,Weekday,22,Quarter 2,2018-May,2018-Quarter 2,2018-22,2018-Weekday,2018-Wednesday
05312018,5/31/2018,5,31,2018,May,Thursday,Weekday,22,Quarter 2,2018-May,2018-Quarter 2,2018-22,2018-Weekday,2018-Thursday
06012018,6/1/2018,6,1,2018,June,Friday,Weekday,22,Quarter 2,2018-June,2018-Quarter 2,2018-22,2018-Weekday,2018-Friday
06022018,6/2/2018,6,2,2018,June,Saturday,Weekend,22,Quarter 2,2018-June,2018-Quarter 2,2018-22,2018-Weekend,2018-Saturday
06032018,6/3/2018,6,3,2018,June,Sunday,Weekend,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekend,2018-Sunday
06042018,6/4/2018,6,4,2018,June,Monday,Weekday,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekday,2018-Monday
06052018,6/5/2018,6,5,2018,June,Tuesday,Weekday,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekday,2018-Tuesday
06062018,6/6/2018,6,6,2018,June,Wednesday,Weekday,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekday,2018-Wednesday
06072018,6/7/2018,6,7,2018,June,Thursday,Weekday,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekday,2018-Thursday
06082018,6/8/2018,6,8,2018,June,Friday,Weekday,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekday,2018-Friday
06092018,6/9/2018,6,9,2018,June,Saturday,Weekend,23,Quarter 2,2018-June,2018-Quarter 2,2018-23,2018-Weekend,2018-Saturday
06102018,6/10/2018,6,10,2018,June,Sunday,Weekend,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekend,2018-Sunday
06112018,6/11/2018,6,11,2018,June,Monday,Weekday,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekday,2018-Monday
06122018,6/12/2018,6,12,2018,June,Tuesday,Weekday,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekday,2018-Tuesday
06132018,6/13/2018,6,13,2018,June,Wednesday,Weekday,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekday,2018-Wednesday
06142018,6/14/2018,6,14,2018,June,Thursday,Weekday,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekday,2018-Thursday
06152018,6/15/2018,6,15,2018,June,Friday,Weekday,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekday,2018-Friday
06162018,6/16/2018,6,16,2018,June,Saturday,Weekend,24,Quarter 2,2018-June,2018-Quarter 2,2018-24,2018-Weekend,2018-Saturday
06172018,6/17/2018,6,17,2018,June,Sunday,Weekend,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekend,2018-Sunday
06182018,6/18/2018,6,18,2018,June,Monday,Weekday,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekday,2018-Monday
06192018,6/19/2018,6,19,2018,June,Tuesday,Weekday,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekday,2018-Tuesday
06202018,6/20/2018,6,20,2018,June,Wednesday,Weekday,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekday,2018-Wednesday
06212018,6/21/2018,6,21,2018,June,Thursday,Weekday,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekday,2018-Thursday
06222018,6/22/2018,6,22,2018,June,Friday,Weekday,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekday,2018-Friday
06232018,6/23/2018,6,23,2018,June,Saturday,Weekend,25,Quarter 2,2018-June,2018-Quarter 2,2018-25,2018-Weekend,2018-Saturday
06242018,6/24/2018,6,24,2018,June,Sunday,Weekend,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekend,2018-Sunday
06252018,6/25/2018,6,25,2018,June,Monday,Weekday,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekday,2018-Monday
06262018,6/26/2018,6,26,2018,June,Tuesday,Weekday,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekday,2018-Tuesday
06272018,6/27/2018,6,27,2018,June,Wednesday,Weekday,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekday,2018-Wednesday
06282018,6/28/2018,6,28,2018,June,Thursday,Weekday,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekday,2018-Thursday
06292018,6/29/2018,6,29,2018,June,Friday,Weekday,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekday,2018-Friday
06302018,6/30/2018,6,30,2018,June,Saturday,Weekend,26,Quarter 2,2018-June,2018-Quarter 2,2018-26,2018-Weekend,2018-Saturday
07012018,7/1/2018,7,1,2018,July,Sunday,Weekend,27,Quarter 3,2018-July,2018-Quarter 3,2018-27,2018-Weekend,2018-Sunday
07022018,7/2/2018,7,2,2018,July,Monday,Weekday,27,Quarter 3,2018-July,2018-Quarter 3,2018-27,2018-Weekday,2018-Monday
